id,fecha_creacion,fecha_cierre,area,categoria,prioridad,canal,solicitante,asunto,descripcion,estado,reaperturas
TK-01235,25-Sep-2025,24-Oct-2025,Contabilidad,equipos,Media,correo,usuario059@lafortuna.com.co,El teclado dejó de responder,Requerimiento remitido por la jefatura del área para gestión.,Cerrado,0
TK-01800,2026-01-31,,Infraestructura,SOFTWARE,alta,Teléfono,usuario043@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,1
TK-01535,12-Ene-2025,,Contabilidad,software,baja,Correo,usuario016@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Requerimiento remitido por la jefatura del área para gestión.,reabierto,2
TK-00187,20-Ene-2025,2025-02-04,Aplicaciones,Gestión de accesos,1-Alta,correo,usuario107@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-00655,27/07/2025,,Operaciones,RED,Crítica,Telefono,usuario124@lafortuna.com.co,Muy lenta la conexión en la bodega,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-01086,2025-04-24,,Calidad,Aplicaciones,media,Mesa de ayuda,usuario171@lafortuna.com.co,La aplicación se cierra al generar el informe,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00674,10/01/2025,,Compras,HARDWARE,Critica,Formulario web,usuario123@lafortuna.com.co,El portátil no enciende desde ayer,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-00326,01/03/2025,,Comercial,Nomina,alta,Correo,,Diferencia en el pago de horas extras,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-01594,2025-02-23,02/03/2025,Infraestructura,hardware,Alta,Teléfono,usuario034@lafortuna.com.co,La impresora de la sede norte imprime rayada,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-01377,25/03/2025,04-Abr-2025,Calidad,Incidente,media,Formulario web,usuario003@lafortuna.com.co,Se cayó el servicio de facturación,,REABIERTO,1
TK-00688,20-Jun-2026,2026-07-14,Calidad,Gestion de accesos,alta,Formulario web,usuario139@lafortuna.com.co,Solicito permiso al módulo de cartera,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,en proceso,0
TK-01231,26/02/2026,,Infraestructura,Vacaciones,baja,Teléfono,usuario023@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,Requerimiento remitido por la jefatura del área para gestión.,REABIERTO,2
TK-01442,2026-05-30,,Talento Humano,Software,CRITICA,correo,usuario178@lafortuna.com.co,Necesito que instalen el visor de planos,El caso fue reportado por teléfono y se registra para trazabilidad.,Escalado,0
TK-00333,2025-03-23,2025-04-29,Compras,Acceso,2-Media,Formulario web,usuario005@lafortuna.com.co,No puedo entrar al sistema Centrica,,en proceso,0
TK-01006,2025-04-29,,Operaciones,Sin clasificar,Baja,correo,usuario093@lafortuna.com.co,Requerimiento del área,El caso fue reportado por teléfono y se registra para trazabilidad.,Escalado,0
TK-01602,2025-04-13,03/05/2025,Operaciones,Acceso,2-Media,Mesa de ayuda,usuario110@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-00033,30/01/2026,,Aplicaciones,Incidente,media,Correo,usuario043@lafortuna.com.co,Pérdida de información en el módulo de inventario,Se adjunta captura de pantalla del mensaje de error recibido.,abierto,0
TK-00265,2026-03-27,,Comercial,VACACIONES,CRITICA,Teléfono,usuario166@lafortuna.com.co,Cuántos días tengo acumulados,,Escalado,0
TK-01582,15/06/2026,19-Jun-2026,Comercial,Accesos,CRITICA,Telefono,usuario055@lafortuna.com.co,No puedo entrar al sistema Centrica,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-01705,21-Jul-2025,,Calidad,Gestión de accesos,media,formulario,usuario113@lafortuna.com.co,No puedo entrar al sistema Centrica,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,reabierto,3
TK-01106,2025-02-19,,Aplicaciones,Vacaciones,1-Alta,Correo,usuario169@lafortuna.com.co,Cuántos días tengo acumulados,Requerimiento remitido por la jefatura del área para gestión.,abierto,0
TK-01103,17-Ene-2025,,Aplicaciones,equipos,Media,correo,usuario083@lafortuna.com.co,Necesito un monitor adicional para el puesto,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,En proceso,0
TK-01207,09/09/2025,,Infraestructura,VACACIONES,Media,formulario,usuario152@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,2
TK-00481,2025-05-24,,Calidad,,2-Media,formulario,usuario030@lafortuna.com.co,Consulta general,,Escalado,0
TK-01692,02/10/2025,,Operaciones,Sin clasificar,ALTA,formulario,usuario075@lafortuna.com.co,Consulta general,El caso fue reportado por teléfono y se registra para trazabilidad.,Reabierto,1
TK-01756,19-Ene-2025,,Aplicaciones,VACACIONES,Media,Correo,usuario108@lafortuna.com.co,Me negaron las vacaciones solicitadas,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,REABIERTO,3
TK-00342,2026-03-09,31-Mar-2026,Aplicaciones,Nomina,CRITICA,Mesa de ayuda,usuario018@lafortuna.com.co,No me llegó el desprendible de pago,Requerimiento remitido por la jefatura del área para gestión.,Cerrado,0
TK-00690,18/04/2026,,Operaciones,HARDWARE,Media,Teléfono,usuario082@lafortuna.com.co,La impresora de la sede norte imprime rayada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,1
TK-00671,2025-08-30,2025-09-15,Contabilidad,viáticos,baja,Mesa de ayuda,usuario106@lafortuna.com.co,No me han reembolsado los gastos del mes pasado,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-00114,24-Jun-2025,,Compras,Equipos,ALTA,Telefono,usuario177@lafortuna.com.co,Necesito un monitor adicional para el puesto,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,3
TK-00460,02-Ene-2026,11/01/2026,Contabilidad,Sin clasificar,Crítica,Mesa de ayuda,usuario161@lafortuna.com.co,Pendiente por definir,,CERRADO,0
TK-01212,12-Jun-2025,,Calidad,software,MEDIA,Correo,usuario045@lafortuna.com.co,Necesito que instalen el visor de planos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,en proceso,0
TK-00111,2025-08-26,,Contabilidad,vacaciones,Media,formulario,usuario093@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,Se adjunta captura de pantalla del mensaje de error recibido.,En proceso,0
TK-00935,2026-04-26,,Aplicaciones,red,CRITICA,Mesa de ayuda,usuario047@lafortuna.com.co,Sin internet en el segundo piso,,En proceso,0
TK-01917,2025-06-28,28/06/2025,Aplicaciones,INCIDENTE,CRITICA,formulario,usuario001@lafortuna.com.co,Se cayó el servicio de facturación,,cerrado,0
TK-00745,2025-07-29,,Calidad,Vacaciones,3-Baja,Telefono,usuario017@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,Se adjunta captura de pantalla del mensaje de error recibido.,Escalado,0
TK-00220,20/10/2025,10/11/2025,Operaciones,informes,Critica,formulario,usuario148@lafortuna.com.co,Necesito el reporte de ventas del trimestre,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,1
TK-01656,2025-11-10,20/12/2025,Contabilidad,Gestión de accesos,Critica,formulario,usuario117@lafortuna.com.co,Solicito permiso al módulo de cartera,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-00409,2025-11-27,,Compras,reportes,ALTA,Mesa de ayuda,usuario043@lafortuna.com.co,Necesito el reporte de ventas del trimestre,Se adjunta captura de pantalla del mensaje de error recibido.,En proceso,0
TK-00426,11-Jun-2025,2025-07-02,Compras,incidente,ALTA,correo,usuario124@lafortuna.com.co,Los usuarios reportan lentitud generalizada,,Cerrado,1
TK-01123,08-Dic-2025,,Contabilidad,incidente,alta,formulario,usuario081@lafortuna.com.co,Caída total del sistema en la sede principal,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,En proceso,0
TK-00315,2025-05-23,,Infraestructura,Aplicaciones,baja,Correo,usuario017@lafortuna.com.co,La versión instalada no coincide con la del área,,Reabierto,1
TK-01952,02-Abr-2026,,Comercial,Reportes,CRITICA,Telefono,usuario077@lafortuna.com.co,Solicito exportar el listado a Excel,El caso fue reportado por teléfono y se registra para trazabilidad.,Reabierto,1
TK-01217,2025-02-11,,Talento Humano,OTROS,media,Formulario web,usuario049@lafortuna.com.co,Requerimiento del área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,abierto,0
TK-01731,20-Feb-2025,,Calidad,Aplicaciones,alta,Correo,usuario131@lafortuna.com.co,La aplicación se cierra al generar el informe,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-01184,22-Nov-2025,,Operaciones,hardware,Crítica,Teléfono,usuario026@lafortuna.com.co,El portátil no enciende desde ayer,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,2
TK-00067,05/03/2025,16-Mar-2025,Calidad,OTROS,Alta,Teléfono,usuario093@lafortuna.com.co,Pendiente por definir,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01839,17/01/2025,,Infraestructura,Reportes,Critica,formulario,usuario128@lafortuna.com.co,Necesito el reporte de ventas del trimestre,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-00467,2025-02-14,17-Mar-2025,Infraestructura,aplicaciones,media,Correo,usuario019@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Requerimiento remitido por la jefatura del área para gestión.,Escalado,0
TK-01419,2025-04-13,,Contabilidad,otros,Baja,correo,usuario103@lafortuna.com.co,Requerimiento del área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-01397,2025-06-20,2025-07-15,Operaciones,aplicaciones,alta,Telefono,usuario032@lafortuna.com.co,Necesito que instalen el visor de planos,Requerimiento remitido por la jefatura del área para gestión.,cerrado,0
TK-01245,10-Sep-2025,,Contabilidad,Aplicaciones,1-Alta,Telefono,usuario038@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,,Escalado,0
TK-01696,2025-07-11,2025-07-20,Contabilidad,Equipos,Crítica,Correo,usuario057@lafortuna.com.co,Necesito un monitor adicional para el puesto,El caso fue reportado por teléfono y se registra para trazabilidad.,reabierto,1
TK-00866,08-May-2025,,Talento Humano,aplicaciones,Baja,formulario,usuario057@lafortuna.com.co,La aplicación se cierra al generar el informe,,reabierto,3
TK-01534,2026-04-26,,Operaciones,ACCESOS,Critica,correo,usuario138@lafortuna.com.co,Solicito permiso al módulo de cartera,El caso fue reportado por teléfono y se registra para trazabilidad.,REABIERTO,3
TK-01302,2025-03-03,26-Mar-2025,Operaciones,HARDWARE,MEDIA,Formulario web,usuario014@lafortuna.com.co,Solicito reposición de diadema dañada,Requerimiento remitido por la jefatura del área para gestión.,REABIERTO,1
TK-00118,17/05/2026,29-May-2026,Talento Humano,hardware,Media,Teléfono,usuario143@lafortuna.com.co,El portátil no enciende desde ayer,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-01311,28-Ene-2026,,Aplicaciones,software,Media,correo,usuario036@lafortuna.com.co,Error al guardar el formulario de ingreso,,Abierto,0
TK-00907,25-Feb-2025,,Calidad,Red,Media,Correo,usuario068@lafortuna.com.co,Sin internet en el segundo piso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-01194,2025-04-02,,Talento Humano,NOMINA,ALTA,Formulario web,usuario011@lafortuna.com.co,Diferencia en el pago de horas extras,El caso fue reportado por teléfono y se registra para trazabilidad.,En proceso,0
TK-01277,10-Abr-2025,,Calidad,Incidente,CRITICA,formulario,usuario125@lafortuna.com.co,Pérdida de información en el módulo de inventario,Se adjunta captura de pantalla del mensaje de error recibido.,En proceso,0
TK-00553,2025-10-18,,Talento Humano,Conectividad,alta,Telefono,usuario037@lafortuna.com.co,Muy lenta la conexión en la bodega,Requerimiento remitido por la jefatura del área para gestión.,En proceso,0
TK-00699,25/01/2025,,Operaciones,Aplicaciones,3-Baja,correo,usuario126@lafortuna.com.co,Error al guardar el formulario de ingreso,,abierto,0
TK-00629,2025-04-13,,Calidad,Gestión de accesos,MEDIA,formulario,usuario160@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-00474,2025-06-10,,Comercial,otros,MEDIA,Correo,usuario083@lafortuna.com.co,Solicitud varias,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,abierto,0
TK-00341,06-Dic-2025,17/12/2025,Aplicaciones,otros,baja,correo,usuario001@lafortuna.com.co,Consulta general,Se adjunta captura de pantalla del mensaje de error recibido.,cerrado,0
TK-00917,03-Jun-2026,2026-06-14,Aplicaciones,viaticos,Baja,Mesa de ayuda,usuario054@lafortuna.com.co,No me han reembolsado los gastos del mes pasado,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-00151,21/12/2025,,Calidad,hardware,MEDIA,Formulario web,usuario146@lafortuna.com.co,Solicito reposición de diadema dañada,Se adjunta captura de pantalla del mensaje de error recibido.,Reabierto,1
TK-01101,09/01/2026,2026-02-13,Operaciones,vacaciones,ALTA,formulario,usuario030@lafortuna.com.co,Me negaron las vacaciones solicitadas,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,reabierto,3
TK-01518,02-May-2025,,Talento Humano,Acceso,MEDIA,correo,usuario062@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,Requerimiento remitido por la jefatura del área para gestión.,En proceso,0
TK-01657,2025-12-17,,Contabilidad,red,baja,Mesa de ayuda,usuario061@lafortuna.com.co,No carga el sistema desde la sede sur,El caso fue reportado por teléfono y se registra para trazabilidad.,Escalado,0
TK-01583,2025-02-12,,Operaciones,Software,2-Media,correo,usuario023@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,1
TK-00985,2025-01-11,,Aplicaciones,Accesos,MEDIA,formulario,usuario049@lafortuna.com.co,No puedo entrar al sistema Centrica,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-01574,01-Feb-2026,2026-02-07,Comercial,nomina,1-Alta,Formulario web,usuario068@lafortuna.com.co,Error en el descuento de la quincena,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,0
TK-01255,2025-01-01,02-Ene-2025,Operaciones,otros,3-Baja,Telefono,usuario019@lafortuna.com.co,Consulta general,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Cerrado,0
TK-00140,23/03/2025,03/05/2025,Compras,vacaciones,media,Teléfono,usuario174@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,0
